"date","username","comment","rating","sentiment"
"12/25/2022","b*****2","kurir ramah pengiriman cepat pengemasan rapih baik dan amann,setelah pke ini kulit terasa lembut komedo ada yang terangkat juga itu hasil oke lah dalam pemakaian 1 Minggu an ini","5","Positive"
"11/12/2021","a*****m","Pertama kali mau nyobain sunscreen dari Azarine yg ramah di kantong harganya, pengemasan lumayan lama, pengiriman juga lumayan lama but so far produknya bagus","5","Positive"
"8/1/2022","g*****a","suka banget pengiriman ga lama dan barang lengkap. buat teksturnya enak gel gitu. beli ini jatohnya lebih murah dan gaada whitecast enak buat dipake sehari2 thank y","5","Positive"
"12/10/2022","b*****k","Sunscreen paling kesukaan. Kalo kulitnya dry ga perlu pake moist lagi, ini udh lembab. Kmrn sempet habis di mana2 huft sedih. Tp skrg udh dpt lagi","5","Positive"
"5/8/2022","asihseptianingsih750","Ini sunscreen terbaik si menurut aku. Enak bangeeeetttt. Dingin pas dipake, trus ga berminyak, langsung nyerep di kulit. Udah spd 45 dan pa +++ lagiiiii. Dengan harga segitu bagus bgt buat anak kos. Trims azarine yg sudah memproduksi sunscreen terbaik ini. Ga bakal pindah ke lain hatiiiii ","5","Positive"
"2/9/2022","e*****a","produknya sudah sampai dengan selamat  sesuai orderann.. dapatt free peeling serumm jugaa.. thanks azarineâ","5","Positive"
"2/24/2022","lailiyahdc","Sunscreen viral termantull, bener2 repurchase krn emang udah gabisa pindah pake sunscreen merk lain ‹ luvv bgtt sm azarine ","5","Neutral"
"12/16/2021","malasarin_","Pengirimannya lumayan, baguss bngt susncreen ini parah si jdi slalu stok.","5","Neutral"
"12/20/2021","fitri.kinant","Udah jatuh cinta bgd sii amaa suncreen ini,ga white case,ini ga tw udah brp tube,ga ada parfume,pertahanin si buat produk produk nyaa,tanks seller","5","Neutral"
"12/18/2022","w*****a","Produk ini cocok untuk melindungi dari matahari dan cocok cocok aja untuk kulit berminyal saya. Tekstur nya lembut dan cepat meresap, tidak pedih dimata dan tidak meninggalkan putih2 di wajah. Kalau habis saya beli lagi deh, ini juga sudah pembelian yang ke dua.","5","Positive"
"10/14/2022","","bagus kemasan lucu warna juga cantik","5","Positive"
"11/9/2022","n*****a","pasti orilah ya kan di toko official dan tersegel aman paket juga aman dan rapi, baguslah pasti","5","Positive"
"9/18/2022","v*****9","Udah 2x beli ini dan masih jd sunscreen favoritku","5","Positive"
"12/20/2022","i*****y","Biasa beli yg 1 pack dan pengiriman jg cepet ga nyampe 4 hari dah sampe, ini beli yg twinpack malah 8 hari baru nyampe, mungkin karna beli nya pas ditanggal kembar yaa, tp biasa jg beli ditanggal kembar ga selama ini:(( tp gpp, packing aman, semua bagus, kea biasanya, thanks.","5","Positive"
"6/26/2022","titis_ayub","ringan, cepat meresap, kulit sensitif dan berjerawat
Dijamin 100% ORI karna lgsg storenya, smoga sering2 diskonan deh biar agak miring gitu ","5","Positive"
"11/28/2021","rindangsetia","oke, cream menuju ke gel, oke
Azarine memang top banget sunscreennya, cocok untuk kulit aku yg berminyak. Thanks seller, semoga selalu amanah ","5","Positive"
"12/17/2022","m*****o","kental seperti gel, cukup baik, melindungi wajah dari UV
Packing lama, walau aman krn yg fragile dikasih bubble wrap lagi. Harga lagi promo.","5","Positive"
"8/12/2022","s*****6","okee,bagusds, wajah
Mantap dah nih sunscreen aku suka banget best pokoknya ngga ada yg lain ilikeeee azarine luvvv thank you selerr","4","Positive"
"4/22/2022","a*****i","lembut,cepat,bagus
Barang sudah sampi,dikira ada kemasan lagi kaya waktu beli satuan ternyaa kalo beli twin pack gada kemasan y,yaudh yang penting mah aman ajaaaaaa terimakasih seller","5","Positive"
"4/8/2022","a*****j","ringan tidak oily sangat cocok untuk kulit berminyak,bagus,bagus
Efek setelah pakai sunscreen ini adalah kulitku yang berminyak jadi mate. Sangat kagum dan cinta sama sunscreen ini. Makasih azarine","5","Negative"
"3/16/2022","anuqsjsj","gel,mudah nyerap,bagusss
Walaupun tidak pakai bubble warp pengiriman tetap aman tidak ada yg rusak:)","5","Positive"
"10/18/2022","indrista","belum coba,belum coba,semoga cocok,Packing aman n Cepet,Seller ramah,Baru mau coba,Semoga cocokHarga lebih murah krna dapet diskon n voucher murah lebay,Makasih","5","Positive"
"10/27/2021","tias744562","Daya Serap:cepat menyerap dengan baik,lembut,baik, Sunscreen sangat dibutuhkan jika ingin bepergian ke luar ruangan, bahan-bahan yang digunakan merupakan bahan organik sehingga tidak perlu khawatir. Terimakasih","5","Neutral"
"4/22/2022","s*****s","Gel,1 Menit, yang bikin suka sama productnya, ga bikin kusam dan cepet nyerep ke kulit muka aku, udah abis 9 tube dalam 3 bulan.","5","Positive"
"10/22/2021","c*****i","Daya Serap Cepettt bgttt, Tekstur Spt lotion,Enak bgt ga perih di area mata, ada sensasi seger, dan hasil nya shining gtu ga bikin kusemm","5","Neutral"
"12/15/2022","d*****7","Tekstur cari agak kental, ringan, Performa Bagus, Cocok Untuk semua kulit,Udah kesekian kali nya mesen ini, dan udah cocok bgt pake ini. Baguss!!","5","Positive"
"11/6/2022","f*****i","Performa ok, Cocok Untuk buat kuliat beminyak dan berjerawat, Tekstur ok,Suka banget sm sunscreen ini dari dulu udah pake. Sering banget sold out kalau beli di toko langsung. Cocok ga bikin kulit jerawatan atau tambah berminyak Semoga spvnya bisa dinaikin lagi.","5","Positive"
"12/25/2022","s*****a","Tekstur baik, Performa baik, Cocok Untuk:semua jenis kulit,Sunscreen azarine sangat bagus. Teksturnya bagus tidak lengket. Udah sering beli. Rekomended banget","5","Positive"
"10/4/2022","d*****r","Tekstur gel, Performa oke, Cocok Untuk:kulit berminyak, Pengiriman cepat banget, packing aman, produk aman. Udah repurchase berkali kali","5","Positive"
"4/29/2022","r*****a","Efektivitas lembab bgtt, Tekstur gel, Daya serap cepattt, sunscreen andalan sih ini bagus bgt dan lembab nya cepet buat oily combi skin","5","Positive"
"11/11/2021","a*****n","Daya Serap lumayan cepat nyerap, Tekstur oke, Efektivitas baru mau coba, terima kasiiihhh yaaaaaa paketnyaa sudah diterima dengan lengkapppp barangnya sesuai orderan... saran aja semoga dalam pengemasan bisa lebih cepat lagi. karena ini termasuk lama hehehe.. sukses terus yah","5","Positive"
"9/18/2022","p*****s","pengiriman cepat. produk asli dari segi tekstur warna dan aroma krna sering beli. produk asli krna scan barcode juga, hanya yg bingung 2 produk yg dr offical store tidak ada pin seperti produk yg paling kanan (barcodenya sudah hilang)","5","Neutral"
"12/10/2022","i*****h","Tekstur gel putih, Performa baik, Cocok Untuk segala jenis kulit Barang ori, masih tersegel. Pngemasan termasuk cepat untuk barang pre order. Tp pengiriman gak bangett lamaaaaaa","5","Positive"
"4/3/2022","nurimanin","Tekstur:ringan,Daya serap:cepat, Efektivitas:very good, Udah cocok banget sama produk ini sesuka itu pokonya kaget ada twinpack nya ah the best ! Thank you seller !","5","Positive"
"2/6/2022","m*****7","Tekstur:bagus, Daya serap:bagus, Efektivitas:bagus.Udh repurchase yg kesekian kalinya karna kebagus itu sunscreen ini di kulit aku DAN NGGAK NYANGKA BANGET DPT GRATIS PEELING SERUM SAMA STIKER, MAKIN CINTA DEH SAMA AZARINE, SERING SERING NGASIH BONUS YA BIAR MAKIN SEMANGAT REPURCHASE NYA","5","Neutral"
"12/2/2022","n*****n","Tekstur cair,Performa baik, Cocok Untuk semua jenis kulit, Makasih,paketnya udah sampe rumah,pertama kali nyoba pake sunscreen azarine,semoga cocok sama muka aku","4","Positive"
"2/3/2022","sastikazahraalkahfi","Tekstur Gel, Daya serap Cepat, Efektivitas Cocok untuk indoor, Asli ini ringan bgt gak berat, cepet nyerep, Tapi menurutku tipe seperti ini cocoknya untuk aktifitas indoor,","5","Positive"
"10/18/2021","y*****6","Pembelian kedua kali. Super enak bgt sih sunscreenya. Nggak lengket, nggak ada whitecase dan cepet banget nyerepnya. Dipake buat reapply di siang hari juga pas bgt.","5","Neutral"
"12/16/2022","haqishop","Tekstur lembut ringan, Performa bagus, Cocok Untuk sunscreen haters, udahlah ya jatuh cinta sama ss nya azarine. ringan banget. lembut. melindungi dr uv. alhamdulillah beli pas promo twin pack lebih murah. makasi","5","Positive"
"2/2/2022","l*****5","Tekstur gel, Daya serap bagus, Efektivitas bagus, Sunscreen the best dah pokoknya, Cocok banget buat kulit berminyak dan orang yang gak suka ribet gegara sunscreen, Karena teksturnya gel dan gak bikin greasy, Terima kasih kak","5","Neutral"
"4/2/2022","s*****a","Tekstur creamy, Daya serap mantul, Efektivitas mantul, Barangnya bagus sesuai dengan foto, enak dipake. Harga murmer tapi gamurahan. Bagus bgt pokonya. Ganyesel belinya. Thank you seller.","5","Positive"
"4/12/2022","s*****s","Tekstur lembut, Daya serap cepat, Efektivitas bagus, Sunscreen ini cocok bgr di kulit muka saya ga jadi kusam dan barang sampai masih disegel, dapet harga beli 2 cuma 50ribuan terimaksih","5","Positive"
"3/8/2022","s*****i","Daya serap cepat, Efektivitas bagusss, Tekstur gel, Sunscreen nyaa nyaman banget di pakai gak lengkep,nyerep nya cepet,nyaman banget di pakai nya buat sehari"" thank you","5","Neutral"
"8/16/2022","c*****s","Cocok Untuk Kulit normal dan berminyak, Tekstur Gel ringan, Performa Efektif, Sudah repurchase berkali-kali karena teksturnya yang ringan, tidak lengket, dan tidak panas di wajah.","5","Positive"
"4/24/2022","luchieeww","Daya serap cepat, Efektivitas mantul, Tekstur ringan, Udah ga pernah ganti2 sunscreen lg sangking cintanya sama ini. Pas dapat promo ramadhan pula 107rb dapet 2 ðŸ˜_x008d_","5","Neutral"
"11/3/2022","t*****i","Performa oke banget, Cocok Untuk normal skin, Tekstur gel, Beli kesekian kalinya. Cocok cepat meresap kulit dan tidak lengket. Proses & pengiriman cepat.","5","Positive"
"4/27/2022","isnanurulkarimah","Tekstur mild, Daya serap:cepat, botol kesekiannya. secinta itu sama azarine. pas dapet ptomo 2 cuma 90 ribu.  sering2 diklskon yaaa","5","Neutral"
"11/13/2021","a*****i","Daya Serap dingin, Tekstur lembutt, Efektivitas dingin di wajah ,Beli ini garaÂ² racun tiktok ternyata emang sebagussss ini, Thx azarinee ","5","Neutral"
"12/1/2022","elvissihombing","Tekstur lembut, Performa bagus,  Cocok Untuk semua jenis kulit, Ini sudah pembelian kedua, Produknya original, Ada sensasi dinginnya, dan mudah meresap.","5","Positive"
"5/3/2022","s*****3","Tekstur kental, Daya serap cepat, Efektivitas baik, Pokonya ini sunscreen teh nyaman yang pernah aku pake. Sampe repurchase lagi. Recommended banget pokonyam","5","Neutral"
"4/8/2022","a*****_","Tekstur lembut,  Daya serap mudah menyerap, Efektivitas mantabbb, Udah repeat order, semoga makin cocok sama suncreen ini. Thankyou seller","5","Positive"
"3/28/2022","indahmayangsari.im","Efektivitas Bagus, Tekstur Cair, Daya serap Cepat, Ini aku dan anakku sangat cocok ini pembelian yg kesekian kali saking cocoknya ngak nimbulin jerawat. Pengiriman cepat dan respons toko bagus","5","Positive"
"4/13/2022","v*****u","TeksturWatery Gel, Daya serap OK banget, beneran no whitecast, Efektivitas OK, Yey... Finally dapet Azarine Sunscreen Original, teksturnya enak banget, watery gel, no oily, cepat meresap, ga lengket sama sekali... Udh kapok beli yang di luar Official Store, emang lebih murah tapi ternyata palsu, teksturnya gel tp pebih berat dan lengket2 banget ga bisa kering... Thanks ","5","Positive"
"11/3/2021","cahyaiueo","Daya Serap cepat menyerap, tidak lengket,Tekstur bagus, Efektivitas mantap, Alhamdulillah walaupun agak lama smpe nya tp tuh mayan lah dapat ongkir 0 wkkwkw terimakasih seller, ini baru beli dan lansunf racunin org2 kntor wkwk lansung beli 4 dong biar smua org bs coba si sunscreen mantulity ini, sejauh ini bagus aja sih ga lengket juga jd mantep aja sih, yok yok beli yok ","5","Positive"
"2/13/2023","n*****3","Tekstur lembut, Performa bagus, Cocok Untuk kulit wajah, Paket sudah dtrima,selalu pakai sunscreen azzarine ini krn cocok utk kulit wajahku,,trima kasih sellerðŸ™_x008f_","5","Positive"
"12/15/2022","iidrahmania","Performa bagus di semua jenis kulit, Cocok Untuk semua jenis kulit, Tekstur dingin, Gatau kenapa aku bucin banget sama ini produk wkwk, ini buat stock. Btw sampenya cepet. Thankyo","5","Positive"
"4/26/2022","duwiyulianti05","Tekstur gel, Daya serap:bagus, Efektivitas:bagus, Ketagihan sama ss dari azarine, ga bikin kusan di wajah, cepat menyerap, cakeplah pokoknya","5","Positive"
"10/23/2021","c*****0","Daya Serap Cepat menyerap, Tekstur Seperti moist, Efektivitas Melindungi kulit, Bagus banget buat kulit berminyak, cepet menyerap, ga bikin kulit makin berminyak, ga bikin jerawatan juga","5","Positive"
"8/14/2022","f*****a","Tekstur gel ga lengket, Performa bagus, Alhamdulillah dateng jg,lama bgt tumben,tp gpp yang penting cocok dimuka aq..thank you ya","5","Positive"
"11/11/2021","ajeng20792","Daya Serap cepat, gak berminyak, Tekstur cenderung cair, Efektivitas blm tau baru coba pak, Pengiriman cepat, packing aman,","4","Negative"
"2/7/2023","j*****a","Tekstur kental, Performa baik, Cocok Untuk kulit wajah, Pas di play di wajah rasanya adem. Dan langsung merata di wajah. Dipake di kulit ngak lengket","4","Positive"
"12/19/2021","w*****.","Tekstur cream tapi mudah diapply, Daya serap cepat, Paket sampai dengan selamat,packingnya rapih,tidak ada kerusakan mau dikardus luar ataupun dalem. Insyaallah ga akan mengecewakan","5","Neutral"
"7/6/2022","a*****s","Alhamdulillah uda dateng kapan hari cuma baru sempet kasih nilaiðŸ˜… baru ku coba, adem banget, teksturnya ringan & cepet ngeresep. aroma green tea & aloe vera nya enak bgt. Semoga cocok karna aku first-timerðŸ’›âœ¨","5","Positive"
"8/18/2022","f*****a","Tekstur gel cream, Performa baik, Cocok Untuk semua, Kondisi produk aman dan baik, teksturnya gel cream cepet ngesetnya, ga bikin kulit nambah berminyak","5","Positive"
"7/29/2022","i*****7","Tekstur cair,Performa baik, Semoga cocok di muka aku yang oily acne prone skin ini. Sesuai review yg lain, isi sedikit. Diteken sampai kandas baru keluar isinya. Kalau diteken gitu aja gak keluar. Kebanyakan angin isinya.","4","Positive"
"8/27/2022","d*****5","Tekstur gel, Performa baik, Cocok Untuk semua jenis kulit, ini pembelian ke dua kali nya, bagus banget, dimuka gk berasa berat sama sekali","5","Positive"
"12/10/2021","alisyahpa","Daya serap cepat, Tekstur krim, Efektivitas bagus banget!,Udah purchase untuk yg ketiga kalinya disini hehehe azarine emang yg terbaik dah cocok untuk kulit ku yg berminyak ini huhuhu love banget dah!","5","Neutral"
"8/13/2022","p*****o","Tekstur gel,Performa baik,Cocok Untuk sunscreen,Paket sampai dengan selamat, packing rapi, sunscreen favorit. Lumayan dapet harga pas diskon 88.","5","Positive"
"12/30/2022","s*****i","Performa melindungi kulit dari sinar UVA UVB dan blue light serta melembabkan, Cocok Untuk kulit berminyak, Kombinasi dan acne prone, Tekstur gel, Formulanya ringan, no alcohol, no fragrance, no oil, no silicon, dan no whitecast. Sunscreen Ter the best deh. Mau keluar rumah jadi gak perlu khawatir lagi. Karena sudah ada sunscreen Azarine ini.","5","Positive"
"9/12/2022","k*****a","Tekstur mudah meresap, Kulitku berminyak dan berjerawat. Selama pake produk ini sih alhamdulillaah gak ngefek apa2, gak bertambah buruk atau gmn gitu. Jadi ya ini udah repurchase ke 2 kaliny","5","Negative"
"8/16/2022","zlaila_19","Tekstur gel, Performa goodCocok Untuk all skin type, Pengemasan luuamaa sekali, kualitas produk bagus, ada seal nya juga jd InsyaAllah ori, memang di deskripsi tidak ada ket. Kardusnya. dan produk hanya dikirim gelondongan saja didalam kardus tnpa diberi bublewrap, harusnya dikasih walau hnya selembar, pdhal ini toko official. Aga kecewa sih.","4","Neutral"
"11/10/2022","t*****a","Tekstur gel, Performa halus, Cocok Untuk semua jenis kulit, Selalu langganan pake sunscreen dari azarine, teksturnya yg halus, mudah menyerap, bikin wajah jadi halus dan terlindungi.
Terimakasih azarine","5","Positive"
"12/27/2021","n*****h","Tekstur watery, Daya serap cepat, Efektivitas bagus. tidak bikin kusam, Barang sudah sampai dengan aman dan tidak ada kerusakan. Pengiriman nya juga cepat. Terima kasih","5","Positive"
"3/24/2022","j*****n","Tekstur ringan, tidak lengket, Daya serap menyerap, Efektivitas efektif melindungi wajah, Ini sudah pembelian saya yang ke dua untuk sunscreen azarine. Saya suka sunscreen ini, eggak berminyak dan ringan di wajah. Cocok buat jenis kulit saya. 
Pengirimannya Lama :(","5","Positive"
"12/22/2022","iqsbhc2ywc","Tekstur lembut, Performa baik, Cocok Untuk kulit wajah, Saya sangat suka menggunakan produk ini,,penjual dan jasa pegiriman dan kurir nya , ,,terima kasih smua","5","Positive"
"2/28/2022","o*****_","Daya serap cepett, Efektivitas bagus, Tekstur ringan, udah lama sampenyaa tp baru kasih penilaian sekarang hehe maaf ya pertama nyobain seneng sendiri soalnya teksturnya ringan gitu ga kaya sunscreen lainnya trs hasil abis pake itu jd glowing","5","Positive"
"10/16/2022","h*****g","Cocok Untuk kulit berminyak, Tekstur gel, Performa bagus, mending beli di official store langsung aja ygy biar ga ketipu barang palsu.
ini sunscreen favorit!!!! ringan enak ga ada whitecast ataupun residu minyak. buat reapply juga ringan bangeeeettt pokoknya enak bgt. apa ga ada niatan bikin ukuran jumbo kayak p","5","Positive"
"1/17/2023","a*****a","Cocok Untuk kulit berminyak + jerawatan, Tekstur gel, Performa bagus, pengiriman cepat, barang nya aman, cocok si soalnya ga buat minyakan","5","Positive"
"4/25/2022","akhdanidharifatust","Daya serap bagus, Efektivitas bagus, Tekstur bagus, Azarine mah udah bagus banget terpercaya deh pokoknya","5","Positive"
"12/15/2022","wahyuniadabi","Performa baik, Cocok Untuk kulit, Tekstur gel, Udah cocok sama sunscreen ini..dpt harga promo 12.12 twinpack jd lebih murah.. trmksh seller trmksh shopee","5","Positive"
"3/5/2022","m*****i","Sukaaa banget sm sunscreen ini.. ga terlalu bikin minyakan di wajah.. peeling nya juga minimal.. luv luv luv","5","Neutral"
"2/10/2022","f*****6","Tekstur baik, Daya serap cepat, Efektivitas baik, Sesuka ini sma ss azarine,ss terfav.. teksturnya juga enak, worth it bagi sy untuk harga segitu.. karna emng bagus banget ssny","5","Positive"
"11/16/2022","adindaayuprameswariputri08","Tekstur cair, Performa bagus, cocok untuk semua jenis kulit, Cocok Untuk cocok untuk kulit kering dan kusam, Baguss, cocok di kulit saya yang keringg, sunscreen fav","5","Positive"
"4/23/2022","c*****3","Tekstur gel, Daya serap:agak effort ngeblend nya, Efektivitas oke, Udah cocok sm azarine jd ini emang beli buat stock apa lagi wajah my love lee minho terpampang nyata jd brand ambassador nya huhuu pinter bgt sih azarine pilih BA pliss bakal ku beli terus produk2 nya, makasihh yaa azarine","5","Positive"
"10/14/2022","s*****a","Tekstur ringan, Performa cepat menyerap, Cocok Untuk kulit kering juga bagus, tiiiidaaaak menimbulkan whitecase, cepaaaat menyerap, ringaan, muuuudah di aply ke mukaaaa","5","Positive"
"9/16/2022","divasagala2","Tekstur baguss ga lengket kalo di pake, Performa bagus juga emang cocok di aku , Cocok Untuk cocok banget buat yang kalo aktifitas nya diluar, Bagus ga nyesel sih apalagi emang cocok di aku produk ny ","5","Positive"
"9/11/2023","n*****_","akhirnya sampe, udah dua kali beli alhamdulilah dapet harga yang lumayan buat 2 pcs sunscreen ini. packing oke, pengiriman nya jga cepet, terima kasih seller.","5","Neutral"
"8/30/2022","m*****a","Tekstur gel to cream, Performa baik, Cocok Untuk semua jenis kulit, Ga tau lagi mau bilang apa,ini udah tube ke 6  kayaknya karna saking cintanya sama sunscreen iniðŸ˜­benerÂ² bgs dikulit aku karna dia ringann bgt,ngelindungin kulit,dan ngasih efek glowing dan healthy skin thankss azarineee.","5","Positive"
"6/16/2022","asrirubi","Tekstur gel, Performa oke, love it, Cocok Untuk sunscreen hatter, Makasih seller, walaupun agak lama pengemasan dan pengiriman aku rela nunggu demi produk yg ori˜­
Buat para konsumen hatiÂ² ya, beli skincare yg pasti Ori aja di official store nya","5","Positive"
"2/6/2022","h*****n","Tekstur ringan bgt kayak pake pelembab,, Daya serap cepet sih, Efektivitas okay, Kedua kalinya. Sesuka itu sama teksturnya ringan nggak berat. Dpt free peeling serum juga. Thanks azarine!","5","Positive"
"4/10/2022","indahnitrisya","Tekstur lembut, gel nya ringan dan seger, Daya serap ringan meresap bagussss, Efektivitas cocok buat kulit ku yg kering, Aku sukaa bgt sunscreen ini the best bgt pokoknya pantesan BA nya Lee Min Hoo ya ampunn naksir berattt","5","Positive"
"10/15/2022","d*****s","Cocok Untuk semua jenis kulit, Tekstur Easy to apply, Performa Baik, BAGUS BANGET GUE KAGA NGARTI LAGI DAH ASLIIIIII. Udah dua kali repurchase. Apa ya, pas udah di-apply tu cepet bgt meresap ke kulit udah gitu gak berat di muka. Pokonya enak bgt dah. Huhu trus ini murah bgt harganya, alhamdulilah dapet promo.","5","Positive"
"12/8/2022","p*****a","Tekstur baik, Performa baik, Cocok Untuk sensitive and oily, tiap bulan selalu stok azarine baguss bgt nih, semoga tiap bulan promo terus. pengiriman cepat","5","Positive"
"12/10/2022","n*****a","Cocok Untuk semua, tekstur baik, Performa baik, Udh ke 2 kali nya beli dan sekarang langsung beli 2, yg satu udh ke pake. Pengiriman cepet","5","Positive"
"4/8/2022","thyarb09","Tekstur bagus, Daya serap bagus, Efektivitas bagus, Awalnya baru coba""make azarine eh taunya cocok gampang di aplikasiin jugaa next bakal langganan ini mah","5","Positive"
"2/6/2023","allshop_id","Tekstur enakk, Performa mantap, Cocok Untuk kulit sensitive, Kulit saya sensitive bgt, pake sunscreen lain selalu berujung beruntusan dan jerawatan, tp pake ini ngga dong. Dan ternyata teksturnya gilaa kaya gapake apa
Definitely will repeat my order for this lovely sunscreen","5","Positive"
"5/16/2022","f*****a","Daya serap lumayan 75%, Efektivitas mantep sih efeknya, Tekstur cream gel, Pengirimannya cepet buat kalian yg mau tau perbedaan asli atau palsu kalo asli di tube azarine ada logo halal mui nya ya","5","Neutral"
"3/18/2022","atikalubis170295","Sekali cobain sebelum beli disini udah cocok sih sama produk ini, beli disini barangnya cepet sampe, pengemasan baik juga, barangnya sesuai, exp nya lama juga sesuai dehhh, makasi seller","5","Positive"
"12/8/2022","intanranipermata","Performa lembut, Cocok Untuk kulit berminyak, Tekstur cair, Selalu langganan karena product pasti ori tapi terimakasih ya pelayanannya juga baik dan ramah","5","Neutral"
"4/10/2022","s*****d","Tekstur ok, Daya serap ok, Efektivitas ok, klo skincare an tanpa sunscreen mah percuma gasi. thats why ini harus bgt wajib dipake","5","Neutral"
"10/11/2022","p*****a","gel, baik, first time nyobain ss ini dan ternyata bener lovee it. teksturnya gel yg gampang meresap dan ngga bikin gerah di cuaca panas, bahkan malah bikin dingin
buat kulitku yg acne prone, alhamdulilah ngga bikin timbul jerawat","5","Positive"
"8/14/2022","l*****l","Banyak banget yang rekomend si azarine ini kata nya bagus cocok untuk kerja nya yg suka di outdor spf tinggi plus nya sudah 4 pengiriman lumayan lah 2-3 hari pengemasan nya","5","Positive"
"3/30/2022","okta224","Produk diterima sesuai pesanan. Exp date masih lama. Semoga bermanfaat. Terimakasih.","5","Positive"
"10/13/2022","rioanggara0203","Sejauh ini udh pake 3bln okay aja. Semoga cocok terus.","5","Positive"
"2/4/2022","q*****t","Alhamdulillah cocok banget pake ini. Type kulit ku dry to sensitif dan cocok. Cepet banget nyerapnya . Kaget dapet peeling serum,kirain emang twin ss aja. Thank you","5","Positive"
"1/19/2022","s*****a","Pengiriman cepet bngt... Respon seller jg baik ini baru mau pertama cobain sihhh lngs beli 2 aja krn lebih murah dan lg ada diskon heheh semoga cocok","5","Positive"
"12/27/2021","ajengdemen","Ngecek lemari, ada nyempil sk*n aq*a 50 masi segel, niat hemat eh auto jerawatan lagi Keknya mmg cocoknya pk Azarine ini. Makasi Azarine","5","Neutral"
"1/19/2023","d*****3","Sesuai pesanan, cocok untuk yg punya kulit acne. Terimakasih seller","5","Positive"
"1/25/2022","l*****n","udah abis satu tube, ini pembelian yg kedua cocok enak dipake gaada white cast dan cepat bgt meresap","5","Positive"
"6/22/2022","kamilanurhamidah","Ini terbaik sih.. aku muka berminyak banget kalau oake sunscreen, cuma ini doang yg d jamin gk terlalu banyak minyak nya","5","Neutral"
"8/14/2022","itang2345","Pktnya SDH d terima dengan baik pngmsan baik dan rapi prdk sesuai dengan pesanan prdk bgs original recommended bt prudknya","5","Positive"
"10/28/2022","s*****n","Sunscreen ternyaman sampai sekarang. G gatel, g whitecast, g bikin kilang minyak juga.","5","Positive"
"7/15/2022","s*****3","Ini pertama kali nya aku pake suncrean Azarine jadi aku blom tau cocok atu nggak nya di muka aku, estimasi pengiriman nya cepet âœ¨","5","Positive"
"12/15/2021","rifqinrndraa","sumpahh sebagus ituuu jadi ini udh repurchase sbnrnya dan lgsung ngestock soalnya sering cpt bgt abisnya:((((alhamdulillah promoo mantabb","5","Neutral"
"8/13/2022","meishellalim","Bagus . Udah pake beberapa x.  Gaada whitecase . Bagus banget . Cepet nyerap juga . Thankyou .","5","Positive"
"11/14/2022","t*****a","Sunscreen kecintaan, selalu beli 2, cause yang satu dibawa pas keluar rumah dan repurchase per 3 bulan. Kalau pesan dari beda pulau dan pakai jasa kirim shopee hemat, kudu sabar, 11 hari baru sampai hehe","5","Positive"
"2/3/2022","a*****_","always langganan azarine bener bener sebagus ituuðŸ˜­ baru kali ini nemu sunscreen yang cocok di muka aku yang sensitif ini, ily full azarineee","5","Positive"
"10/15/2022","b*****4","Sunscreen andalan. sunscreen yg enak di muka ga berat sama sekali","5","Neutral"
"10/12/2022","i*****a","Thank you seller, paketnya udah sampe dengan aman. Udah berapa kali repurchase masih tetep oke aja wkwk","5","Positive"
"10/6/2022","i*****a","Sudah pernah pakai, sangat ringan dan cepat meresap.. saya suka.. terima kasih","5","Positive"
"12/6/2022","krisnadynt","Udah keberapa kalinya ya ini beli azarine wkwk pokoknya sunscreen ter the best deh sampai saat ini","5","Neutral"
"11/21/2022","maudyh98","suncreen favoritku, karena paling nyaman aku pake untuk daily, repurchase terus, mantaplaa","5","Positive"
"5/13/2022","h*****y","Produknya bagus ga ad whitecast, sejauh ini pakai kulit aman aman aja","5","Positive"
"6/13/2022","adevyaatk","Baru nyobain dan emg bener kata org org ringan bgt dipakenya. Gada whitecast setelah dipake dan gampang ngeresep ¼ finishnya gakering pokoknya favorit","5","Positive"
"6/12/2022","t*****n","Enak di pakainya ga ada white case nya.
Buat kulit berminyak berjerawat cocok banget..","5","Neutral"
"11/1/2022","onesious","Untuk sunscreen dari Azarine mah udh gk perlu diragukan lagi.
teksture lembut, nyerapnya cepat, jadi muka tidak terlihat berminyak
thanks seller dan shopee","5","Negative"
"4/23/2022","l*****n","Ini mau nyoba sama serumnya juga mudah2an muka tambah cerah","5","Neutral"
"7/14/2022","t*****r","Kulit ku kombinasi, condong ke berminyak tapi akhir-akhir ini lagi kering. Aku tetap pakai sunscreen ini dan tidak ada komplikasi. Tetap nyaman digunakan, tidak bau dan gak ada whitecast.","5","Negative"
"3/31/2022","chaemaaristriana","Baguss sih baru ini nyobain suncreen dimukaku jadi ngga berminyak dan malah bikin cerah","5","Negative"
"6/9/2022","l*****i","Sudah beli yang kesekian kalinya dan emang sesuka itu dan cocok pakai ss azarine","5","Positive"
"12/15/2022","k*****8","Karena sekarang sunscreen ini banyak yg palsu jadi takut buat beli sembarang toko, akhirnya beli official store nya aja, dpt harga twin pula ini bagus aku udah pake yg ke 3 kali nya bagus ga bikin breakout","5","Positive"
"1/2/2023","l*****k","it's a must have sunscreen. cepat menyerap, ringan di wajah, sensasi dingin saat digunakan, no whitecast.","5","Positive"
"4/29/2022","d*****m","Packing oke sih, cuma pengiriman lama bgt","5","Positive"
"9/7/2022","o*****9","Sunscreen idola","5","Positive"
